master_protein	dosage	replicate	sample_id	Light	Heavy	Ratio
P78536	275	2	275_2	23.9203081388542	20.0156965173766	3.90461162147759
P82970	275	2	275_2	21.1096554084301	19.2705560240564	1.83909938437369
P84098	275	2	275_2	26.1036960062022	24.5765784537153	1.52711755248691
P98160	275	2	275_2	22.7391763603284	19.2184150156041	3.52076134472424
Q00839	275	2	275_2	25.8608454355265	23.2498171343947	2.6110283011319
Q01082	275	2	275_2	19.9728115515561	23.8754898958777	-3.9026783443216
Q01085	275	2	275_2	26.5253704982291	23.1955043778995	3.32986612032964
Q01105	275	2	275_2	24.1154604901975	18.8214268708359	5.29403361936152
Q01130	275	2	275_2	25.8140285032241	22.3860889865615	3.42793951666263
Q01650	275	2	275_2	24.1480234344689	17.0847253573856	7.06329807708334
Q01844	275	2	275_2	24.9462216396468	22.784583029437	2.16163861020977
Q02543	275	2	275_2	26.4856009295787	24.5186559126265	1.96694501695221
Q02790	275	2	275_2	19.7992568696855	17.9177914425265	1.88146542715905
Q02878	275	2	275_2	21.7356221282915	17.8551361372567	3.8804859910348
Q04637	275	2	275_2	20.6776541170178	18.5605929652457	2.11706115177205
Q05519	275	2	275_2	25.2771427406932	21.3431591764035	3.93398356428966
Q06210	275	2	275_2	22.5738080351186	17.9153192176791	4.65848881743948
Q07065	275	2	275_2	23.0916286840784	21.1167097672088	1.9749189168696
Q07666	275	2	275_2	21.7210673828083	21.7305143367321	-0.00944695392375294
Q07954	275	2	275_2	24.6999957323503	20.2905598356138	4.40943589673644
Q08170	275	2	275_2	23.9190227436771	20.9040875335188	3.01493521015832
Q08211	275	2	275_2	23.8308128801031	21.5989810540952	2.23183182600788
Q08380	275	2	275_2	23.9654320211905	21.7240074993888	2.24142452180165
Q08945	275	2	275_2	25.4195819970556	21.6433142789372	3.77626771811839
Q09666	275	2	275_2	22.8572277103711	20.7176212702587	2.13960644011242
Q12797	275	2	275_2	20.6893539032921	20.4302057393035	0.259148163988563
Q12849	275	2	275_2	24.1351964588991	22.1168301817543	2.01836627714481
Q12905	275	2	275_2	21.5427409493682	19.2958048004982	2.24693614887001
Q12906	275	2	275_2	26.115183385873	23.5031052327045	2.61207815316846
Q12913	275	2	275_2	23.689658503526	19.5122929456329	4.17736555789309
Q13045	275	2	275_2	19.4475837163278	14.004922678569	5.44266103775879
Q13148	275	2	275_2	25.2970055643792	23.5481604558675	1.74884510851164
Q13151	275	2	275_2	21.6441074529704	21.1204153164302	0.523692136540195
Q13243	275	2	275_2	27.0606970035191	22.8767080322493	4.18398897126982
Q13247	275	2	275_2	29.0914399061026	25.6986936465932	3.39274625950932
Q13263	275	2	275_2	23.249596119493	19.2096722968756	4.03992382261736
Q13268	275	2	275_2	24.4567064945966	20.2502332808744	4.20647321372214
Q13283	275	2	275_2	22.477680746901	21.2513948879009	1.22628585900014
Q13310	275	2	275_2	24.7023976153567	21.9995513995085	2.70284621584819
Q13427	275	2	275_2	25.5412644421869	23.1266011343356	2.41466330785128
Q13428	275	2	275_2	25.4404161338045	22.0482609215772	3.39215521222729
Q13433	275	2	275_2	25.5474556432402	22.400933623029	3.14652202021121
Q13435	275	2	275_2	21.663382020899	21.6148740364284	0.0485079844705183
Q13523	275	2	275_2	23.6257019671842	20.0094913981023	3.61621056908197
Q13595	275	2	275_2	23.9069182040951	20.8665951192223	3.0403230848728
Q13630	275	2	275_2	22.2844533179977	19.5704526583531	2.71400065964457
Q13641	275	2	275_2	25.1680205841511	21.0368253452244	4.1311952389267
Q13740	275	2	275_2	25.7936629644464	22.9077206441342	2.88594232031223
Q13748	275	2	275_2	22.2672804796446	19.7349609481512	2.53231953149341
Q14103	275	2	275_2	23.0517506171888	21.1269161263802	1.92483449080865
Q14108	275	2	275_2	25.2127007000791	21.3822583395522	3.83044236052692
Q14152	275	2	275_2	22.7408797268458	21.5459359594599	1.19494376738592
Q14157	275	2	275_2	20.800622140756	18.6771976101126	2.12342453064339
Q14204	275	2	275_2	21.7492363806579	18.2149421845389	3.53429419611895
Q14247	275	2	275_2	22.6150404621794	20.6186292576641	1.99641120451534
Q14315	275	2	275_2	23.554654620794	20.3475167707704	3.20713785002362
Q14444	275	2	275_2	23.563960720596	22.0029198700459	1.56104085055003
Q14498	275	2	275_2	22.6717093681032	20.144208523247	2.52750084485621
Q14690	275	2	275_2	19.5847203288243	17.9193987458614	1.66532158296285
Q14692	275	2	275_2	19.3572427047118	19.6350236959147	-0.277780991202981
Q14697	275	2	275_2	23.6118929261682	20.0183523354662	3.59354059070195
Q14847	275	2	275_2	21.8426848757024	19.5322189309454	2.31046594475702
Q14974	275	2	275_2	21.1879157646361	19.3491166726613	1.83879909197478
Q15061	275	2	275_2	25.8141710015948	21.9571320503047	3.85703895129007
Q15084	275	2	275_2	23.1355821231269	21.3101581106218	1.82542401250504
Q15102	275	2	275_2	22.4265157730586	18.8423613138057	3.58415445925286
Q15149	275	2	275_2	23.6818110079236	20.5782171711014	3.10359383682226
Q15233	275	2	275_2	25.0490409906072	23.2104189765395	1.83862201406773
Q15287	275	2	275_2	25.3289749676121	20.7872940404876	4.54168092712458
Q15366	275	2	275_2	25.0045318408794	24.6264487621234	0.378083078756031
Q15427	275	2	275_2	23.1379138145448	21.7604333832506	1.37748043129419
Q15428	275	2	275_2	20.5280267088832	18.394981773142	2.13304493574117
Q15637	275	2	275_2	20.2184497171123	19.2727573418029	0.94569237530942
Q15717	275	2	275_2	23.8740870332757	22.1201348219864	1.75395221128939
Q15758	275	2	275_2	26.8080855158892	23.4387289184417	3.36935659744748
Q15904	275	2	275_2	23.7230393008208	20.4925188921127	3.23052040870805
Q16181	275	2	275_2	21.211931059298	18.804988072759	2.40694298653892
Q16563	275	2	275_2	24.6147035544503	19.1404603443503	5.47424321009994
Q16629	275	2	275_2	29.6475959314484	26.1628663412007	3.48472959024768
Q16630	275	2	275_2	21.0277110188109	18.683671668529	2.34403935028191
Q16658	275	2	275_2	23.021933916681	21.0736203958187	1.9483135208623
Q16698	275	2	275_2	24.5574235006922	20.0047032739544	4.55272022673784
Q16822	275	2	275_2	23.2061284312935	24.2191886134362	-1.01306018214274
Q4G0J3	275	2	275_2	21.4374594990541	19.8668019942737	1.5706575047804
Q5BKY9	275	2	275_2	26.6166677413308	22.0684161735171	4.54825156781373
Q5BKZ1	275	2	275_2	21.4367354271661	19.4961230162023	1.94061241096381
Q5JTH9	275	2	275_2	24.4601398881949	22.6653567379494	1.79478315024557
Q5R3F8	275	2	275_2	24.3804695204693	21.7227575108275	2.65771200964177
Q5T3I0	275	2	275_2	22.1107611087122	19.2707059542438	2.84005515446844
Q5T6F2	275	2	275_2	21.344079140574	19.566254761994	1.77782437857994
Q5VTL8	275	2	275_2	24.1461119809272	20.0680522455483	4.07805973537895
Q5VW38	275	2	275_2	24.0249597225772	19.6942150363623	4.33074468621486
Q5ZPR3	275	2	275_2	24.7420116731693	21.1117164304826	3.63029524268675
Q6P2Q9	275	2	275_2	22.6815517528317	20.3206379459821	2.36091380684961
Q6P4Q7	275	2	275_2	19.3914198200298	21.38574446251	-1.99432464248013
Q6PD62	275	2	275_2	22.7857637455848	19.1195896207411	3.66617412484363
Q6PKG0	275	2	275_2	25.4669994841955	21.755725413053	3.71127407114245
Q6UVK1	275	2	275_2	24.0345361651396	20.5977091629422	3.43682700219735
Q6UX71	275	2	275_2	23.8641967263463	20.4775369384295	3.38665978791683
Q6UXD5	275	2	275_2	19.0294490033761	16.8410728828848	2.18837612049131
Q6YHK3	275	2	275_2	21.2178583274583	19.5308863630224	1.68697196443587
Q6ZUT6	275	2	275_2	21.3180088006372	20.8252131229926	0.492795677644573
Q7KZF4	275	2	275_2	23.7718372276974	22.0468916756673	1.72494555203018
Q7L014	275	2	275_2	24.5607717330173	20.612094676406	3.94867705661138
Q7L2E3	275	2	275_2	22.0976049423137	20.5235670901284	1.57403785218527
Q7L4I2	275	2	275_2	24.8754094841022	19.9547614859417	4.92064799816047
Q7Z3B1	275	2	275_2	26.3710254882002	23.2578182701616	3.11320721803858
Q7Z3C6	275	2	275_2	25.2214030345017	22.1046960028048	3.11670703169685
Q7Z4V5	275	2	275_2	24.9233670504747	20.4931284354463	4.43023861502846
Q7Z739	275	2	275_2	22.2047860424277	20.3951910261761	1.8095950162516
Q86SJ2	275	2	275_2	25.1375084017951	21.211931059298	3.9255773424971
Q86U42	275	2	275_2	22.7275432635308	20.3429948150506	2.3845484484802
Q86V81	275	2	275_2	22.637247454486	20.9780576259086	1.65918982857737
Q86YZ3	275	2	275_2	20.6705525240247	17.5379160360487	3.13263648797594
Q8IVF2	275	2	275_2	18.984262680628	17.085762894317	1.89849978631106
Q8IX12	275	2	275_2	23.941453158256	21.6688226736485	2.27263048460751
Q8IY81	275	2	275_2	22.5921521352561	19.7509621370857	2.84118999817034
Q8IZA0	275	2	275_2	21.6368830104106	17.838613044197	3.79826996621358
Q8N163	275	2	275_2	23.287821201962	19.6406634353311	3.64715776663093
Q8N684	275	2	275_2	18.6991386252759	18.9516262216654	-0.252487596389514
Q8N7H5	275	2	275_2	24.9804460540192	21.4640590430116	3.51638701100762
Q8NC51	275	2	275_2	23.2134515455171	21.2352113086402	1.97824023687688
Q8NCA5	275	2	275_2	20.4606398691533	18.7306558753982	1.72998399375511
Q8NE71	275	2	275_2	22.4411570897633	19.6168379844914	2.82431910527195
Q8NFC6	275	2	275_2	22.343977948782	18.939857234847	3.40412071393501
Q8NFZ8	275	2	275_2	26.2599742282827	21.8222098132876	4.43776441499512
Q8TA86	275	2	275_2	24.2707059542438	19.9270892681879	4.34361668605585
Q8TB72	275	2	275_2	23.1709453719085	21.3602274693125	1.81071790259598
Q8WVC0	275	2	275_2	25.5774431196332	22.232570825357	3.34487229427622
Q8WVK2	275	2	275_2	24.871735319807	20.324435485555	4.54729983425202
Q8WXA9	275	2	275_2	24.0529870434983	21.098403427046	2.95458361645229
Q92499	275	2	275_2	20.0911977551454	15.8297227350861	4.26147502005934
Q92541	275	2	275_2	23.6227337734105	20.4243421450246	3.19839162838586
Q92598	275	2	275_2	23.1413338352983	19.1137523384456	4.02758149685263
Q92616	275	2	275_2	21.7240074993888	18.2311649181083	3.49284258128054
Q92804	275	2	275_2	25.4403141235686	22.9236118454958	2.51670227807282
Q92879	275	2	275_2	25.4616621384853	23.217438957014	2.24422318147127
Q92900	275	2	275_2	20.5213320563092	20.8666510926428	-0.345319036333684
Q92945	275	2	275_2	23.386124714011	22.4369930044281	0.949131709582968
Q96AE4	275	2	275_2	22.2400780848808	19.3936968704365	2.84638121444427
Q96AY3	275	2	275_2	25.2464106667674	22.4033521784121	2.84305848835528
Q96DX7	275	2	275_2	23.1976054633195	20.0989264970627	3.0986789662568
Q96GQ7	275	2	275_2	21.2302268848887	20.2899648312808	0.940262053607864
Q96I24	275	2	275_2	24.7380158476516	23.2088914999333	1.52912434771832
Q96KR1	275	2	275_2	20.6417413176038	19.7991487915267	0.842592526077155
Q96PD2	275	2	275_2	23.0371954842162	19.7078821856868	3.32931329852937
Q96PK6	275	2	275_2	21.0597790315061	20.2427339597379	0.81704507176827
Q96T37	275	2	275_2	20.7496668418093	19.0522469435365	1.69741989827278
Q99442	275	2	275_2	26.6264487621234	23.1900874940355	3.43636126808789
Q99459	275	2	275_2	21.9664885536733	18.4358330106734	3.53065554299992
Q99700	275	2	275_2	19.0101784040205	17.0899055964913	1.92027280752927
Q99714	275	2	275_2	23.328539133616	19.9576787070096	3.37086042660634
Q99715	275	2	275_2	20.1885791875302	17.8268711906575	2.36170799687272
Q99808	275	2	275_2	23.7399536199803	17.2003622444467	6.53959137553361
Q99832	275	2	275_2	22.4640332480274	19.8969877921524	2.56704545587494
Q9BQG0	275	2	275_2	23.1129892096043	20.4252159032994	2.68777330630493
Q9BRL6	275	2	275_2	25.4253439777849	21.0684161735171	4.35692780426782
Q9BU76	275	2	275_2	24.8982758834745	20.3288239149186	4.56945196855589
Q9BUQ8	275	2	275_2	25.5442741151992	21.876859879021	3.66741423617826
Q9BVJ6	275	2	275_2	20.5479262663209	19.0981554833946	1.44977078292624
Q9BW71	275	2	275_2	22.935710366582	19.3749630441628	3.5607473224192
Q9BWF3	275	2	275_2	22.7244239216867	19.6179122124004	3.10651170928631
Q9BXR0	275	2	275_2	26.5489258309155	22.9959341095878	3.55299172132769
Q9C0C2	275	2	275_2	20.0224219997753	15.5659945590822	4.45642744069311
Q9GZR7	275	2	275_2	22.0866701274499	18.4305342236654	3.6561359037845
Q9H0S4	275	2	275_2	22.1861626123573	18.6987996063481	3.48736300600926
Q9H307	275	2	275_2	26.4583726400441	22.6983258235923	3.76004681645179
Q9HCE1	275	2	275_2	22.5113926875756	20.7640686270019	1.74732406057366
Q9HCG8	275	2	275_2	21.5036704822621	18.3688791461421	3.13479133612003
Q9NQS3	275	2	275_2	25.2581778203294	22.1413338352983	3.11684398503117
Q9NR30	275	2	275_2	20.1715775340592	19.9082987900013	0.263278744057917
Q9NT99	275	2	275_2	19.4174075362032	17.0511239540195	2.36628358218377
Q9NUM4	275	2	275_2	22.2701356063253	19.2134744932214	3.05666111310396
Q9NV96	275	2	275_2	23.2154903416318	20.2278791300323	2.98761121159952
Q9NVP1	275	2	275_2	22.1407099671628	19.1266641465014	3.01404582066137
Q9NW13	275	2	275_2	21.87168483625	20.0383236889116	1.83336114733834
Q9NWB6	275	2	275_2	27.2777891429981	23.6295764530235	3.64821268997457
Q9NWH9	275	2	275_2	24.5711067043071	19.8045937034376	4.76651300086952
Q9NX24	275	2	275_2	23.5368258322632	22.6994352015008	0.837390630762375
Q9NYF8	275	2	275_2	24.9439006002845	20.9444051276219	3.99949547266261
Q9NZB2	275	2	275_2	22.549415371054	20.4769692079925	2.07244616306147
Q9P121	275	2	275_2	25.5766810333395	21.7231257814203	3.85355525191918
Q9UBG0	275	2	275_2	23.2442337428826	20.226703818325	3.01752992455758
Q9UHB9	275	2	275_2	19.146781051355	18.1388299698451	1.00795108150998
Q9UIQ6	275	2	275_2	23.746118992786	20.1825301428574	3.56358884992859
Q9UKJ3	275	2	275_2	19.0321426095374	15.5365507811897	3.49559182834767
Q9UKM9	275	2	275_2	26.74472738995	25.1366553064316	1.60807208351842
Q9ULF5	275	2	275_2	25.7176421209027	21.5208526759954	4.1967894449073
Q9UMS4	275	2	275_2	21.0026447313351	18.733968609439	2.26867612189612
Q9UN86	275	2	275_2	21.1432038226513	18.390790326147	2.7524134965043
Q9UNN8	275	2	275_2	23.3778247992137	20.810490049074	2.56733475013971
Q9UP95	275	2	275_2	21.1392269763571	19.1036083014948	2.03561867486235
Q9UQ35	275	2	275_2	25.2595138313896	21.6123498969929	3.64716393439674
Q9UQ80	275	2	275_2	24.5169489629483	22.0678888661715	2.44906009677687
Q9Y230	275	2	275_2	21.2818574525011	19.2513348793722	2.03052257312891
Q9Y251	275	2	275_2	22.8093128192732	19.8136246402928	2.99568817898038
Q9Y2W1	275	2	275_2	26.4413597464835	22.5241852605712	3.91717448591231
Q9Y2X3	275	2	275_2	23.0131138199865	19.5399727976785	3.47314102230801
Q9Y383	275	2	275_2	22.3001413563152	20.6091953625668	1.6909459937484
Q9Y3I0	275	2	275_2	22.4118418462357	18.9259726637763	3.4858691824594
Q9Y3Y2	275	2	275_2	21.8514806580015	19.38469101592	2.46678964208149
Q9Y490	275	2	275_2	22.6315025612714	19.231061781892	3.40044077937942
Q9Y4C8	275	2	275_2	21.1284788766363	18.9775764361671	2.15090244046919
Q9Y4L1	275	2	275_2	23.1572671226381	20.0500161200382	3.10725100259991
Q9Y520	275	2	275_2	20.4977631518019	19.6751091002353	0.822654051566655
Q9Y5A9	275	2	275_2	22.8409576715895	21.4460696055985	1.39488806599102
Q9Y5B9	275	2	275_2	21.3804695204693	18.7445185287799	2.63595099168938
Q9Y5V3	275	2	275_2	22.1660698898864	20.5403778119997	1.62569207788669
Q9Y625	275	2	275_2	22.7965271037488	20.7983693886078	1.99815771514094
Q9Y639	275	2	275_2	26.4701459981533	23.407823535115	3.06232246303824
Q9Y6X5	275	2	275_2	24.2678519571886	19.7850053882122	4.48284656897637
A0AVT1	275	3	275_3	23.6193837588339	20.2162935126665	3.40309024616744
A5YKK6	275	3	275_3	22.8820369834743	20.8831563641389	1.99888061933537
A6NGN9	275	3	275_3	24.4354085229305	20.9518696240534	3.4835388988771
A8MWD9	275	3	275_3	25.2760420287805	24.439997221856	0.836044806924505
O00116	275	3	275_3	22.4054591007875	19.5696972482856	2.83576185250192
O00154	275	3	275_3	21.6518470345575	18.768946729078	2.88290030547952
O00159	275	3	275_3	22.1041029498375	19.0011164895042	3.10298646033326
O00203	275	3	275_3	24.7418457173203	20.7282236710188	4.0136220463015
O00231	275	3	275_3	24.010519910719	20.6540345937953	3.35648531692373
O00232	275	3	275_3	23.0358632891104	18.9453087894548	4.09055449965557
O00267	275	3	275_3	24.9060978818081	20.3741140254295	4.53198385637858
O00299	275	3	275_3	24.2929112670485	21.6932817931235	2.59962947392506
O00410	275	3	275_3	26.2581778203294	21.6898717464561	4.56830607387337
O00429	275	3	275_3	21.9213137501539	18.9343476106472	2.98696613950665
O00461	275	3	275_3	22.1248131351539	18.0470812437314	4.07773189142252
O00468	275	3	275_3	23.975920736567	21.2795663163296	2.69635442023738
O00469	275	3	275_3	22.5049430957701	17.5965974369612	4.90834565880891
O00541	275	3	275_3	22.4023154200476	21.1277406083446	1.27457481170298
O00567	275	3	275_3	23.8340789607161	20.8905501094185	2.94352885129758
O00622	275	3	275_3	21.3927019422779	19.9605037104463	1.43219823183168
O14646	275	3	275_3	24.2246667362573	19.5485941472785	4.67607258897883
O14744	275	3	275_3	23.2140083743306	20.4496000619263	2.76440831240422
O14745	275	3	275_3	22.551792140706	19.3531660736848	3.19862606702116
O14773	275	3	275_3	25.1002580962761	21.8956441819267	3.20461391434941
O14786	275	3	275_3	24.619724398081	21.3486310892216	3.27109330885942
O14979	275	3	275_3	22.1128209485153	19.8411754326441	2.27164551587122
O15031	275	3	275_3	20.4354261019016	17.1236364538038	3.31178964809778
O15042	275	3	275_3	25.100522009354	20.6084809038113	4.49204110554276
O15067	275	3	275_3	20.3228701432641	19.2752494398788	1.04762070338534
O15118	275	3	275_3	25.8159222554988	22.4178119706113	3.3981102848875
O15143	275	3	275_3	22.829521639921	18.9469736165489	3.88254802337213
O15145	275	3	275_3	24.7265042321277	21.6443844237615	3.08211980836616
O15173	275	3	275_3	21.7947141123136	19.6020463734685	2.19266773884511
O15230	275	3	275_3	19.611982951131	17.2723017299119	2.33968122121908
O15234	275	3	275_3	21.5992336593756	17.7206717868256	3.87856187255002
O15355	275	3	275_3	23.2629721027919	19.0817878014854	4.1811843013065
O15357	275	3	275_3	22.6123429948166	18.9193987458614	3.69294424895519
O15371	275	3	275_3	23.0169695160637	21.0122262326694	2.00474328339428
O15439	275	3	275_3	21.4928439263189	17.524361483815	3.96848244250397
O15479	275	3	275_3	26.5754247590989	24.8787671535862	1.69665760551267
O43143	275	3	275_3	22.6470027223633	21.3749258538926	1.27207686847063
O43175	275	3	275_3	26.6644330293656	23.4691508358393	3.19528219352637
O43194	275	3	275_3	25.0269625332259	18.5537819614505	6.47318057177539
O43290	275	3	275_3	22.1829590810688	20.3708381012704	1.81212097979844
O43306	275	3	275_3	21.9707069632311	20.1970054653733	1.77370149785786
O43390	275	3	275_3	21.7299964943494	19.8896794584243	1.84031703592512
O43396	275	3	275_3	24.112671120078	20.5591754074538	3.55349571262415
O43493	275	3	275_3	25.1104318318722	20.9708947283037	4.13953710356858
O43707	275	3	275_3	22.1008801115966	20.8298938446668	1.27098626692977
O43719	275	3	275_3	26.9125078354097	23.0148840716598	3.89762376374984
O43776	275	3	275_3	24.0583762724662	21.0372466472187	3.0211296252475
O43795	275	3	275_3	23.3402804303536	17.7621484228017	5.57813200755189
O43809	275	3	275_3	22.6685957639383	18.955944124706	3.71265163923233
O43823	275	3	275_3	23.0966765544687	20.1598023688842	2.93687418558447
O60279	275	3	275_3	25.3173373379852	20.7506076256208	4.56672971236435
O60506	275	3	275_3	22.813100793889	21.3581620248821	1.45493876900689
O60524	275	3	275_3	23.6073845004964	20.7939207688562	2.81346373164025
O60701	275	3	275_3	21.7918211938338	19.4305581437476	2.36126305008622
O60704	275	3	275_3	27.2389970945164	22.8202631188337	4.4187339756827
O60832	275	3	275_3	21.1779266427458	19.3124903283809	1.86543631436486
O75083	275	3	275_3	24.7890519976108	22.7959033101066	1.99314868750425
O75131	275	3	275_3	22.554973064976	18.4442056880051	4.11076737697086
O75152	275	3	275_3	18.282744572027	17.3589601990109	0.923784373016094
O75153	275	3	275_3	20.6868834733693	18.9335869298585	1.75329654351079
O75179	275	3	275_3	20.2910897397518	18.5238222694391	1.76726747031269
O75367	275	3	275_3	22.8907823081088	19.776516566922	3.11426574118677
O75369	275	3	275_3	24.0558907793359	20.9220211941854	3.13386958515046
O75390	275	3	275_3	25.9641102665942	23.6308980949973	2.33321217159688
O75396	275	3	275_3	23.2649923030494	20.324435485555	2.94055681749439
O75400	275	3	275_3	26.7625503331148	22.0600992697963	4.70245106331853
O75475	275	3	275_3	20.2741233148015	18.5940475397474	1.68007577505407
O75487	275	3	275_3	26.4442484194856	22.582684626699	3.86156379278656
O75494	275	3	275_3	22.6388041344832	19.0818410782653	3.55696305621796
O75533	275	3	275_3	21.7975728876196	19.3474497189147	2.45012316870488
O75534	275	3	275_3	24.5286418399176	21.9134336139871	2.61520822593056
O75616	275	3	275_3	22.3527245299864	19.3410409729992	3.01168355698715
O75691	275	3	275_3	20.951465351886	19.1446215705034	1.80684378138263
O75822	275	3	275_3	19.6841459108004	18.9453523847573	0.738793526043168
O76021	275	3	275_3	23.6638377688256	21.5441569760229	2.11968079280273
O76094	275	3	275_3	22.0666311844706	20.0701608039127	1.99647038055797
O94903	275	3	275_3	22.8794217127112	18.4560334952892	4.42338821742202
O94925	275	3	275_3	19.98537501302	18.5793896027255	1.4059854102945
O95218	275	3	275_3	24.0136151150172	21.0149295315154	2.99868558350178
O95347	275	3	275_3	22.3754403977219	19.3142911496772	3.06114924804477
O95490	275	3	275_3	22.5230934439482	19.3924110364935	3.13068240745467
O95573	275	3	275_3	20.9185255318486	19.2793475960264	1.63917793582214
O95747	275	3	275_3	19.3840585785426	17.4940430274205	1.89001555112213
O95758	275	3	275_3	19.5658830291806	20.4190549186727	-0.853171889492089
O95793	275	3	275_3	22.2540503135197	20.8945362800463	1.35951403347334
P00338	275	3	275_3	24.561528922635	20.7313934284304	3.8301354942046
P00387	275	3	275_3	25.7604032187922	22.2366635799909	3.52373963880136
P00558	275	3	275_3	23.2582020441819	19.935148482374	3.32305356180784
P00966	275	3	275_3	19.7369435802189	18.1713331958351	1.56561038438382
P02545	275	3	275_3	24.0880367185889	20.6021901243778	3.48584659421117
P02751	275	3	275_3	22.255901875964	19.3322372993318	2.92366457663218
P02786	275	3	275_3	24.5309223031039	22.1973918611504	2.33353044195351
P04181	275	3	275_3	23.1144197452108	19.9881520976905	3.12626764752022
P04406	275	3	275_3	26.6895650485835	22.3011850905596	4.38837995802389
P04792	275	3	275_3	25.4370241468301	22.7820333926924	2.65499075413775
P04843	275	3	275_3	20.7642560857637	21.1469365415277	-0.38268045576395
P04899	275	3	275_3	25.3003369184145	22.7595907761179	2.54074614229665
P04920	275	3	275_3	21.2091070455967	16.6151300510232	4.59397699457351
P05023	275	3	275_3	23.778945812338	20.8470632262646	2.93188258607337
P05026	275	3	275_3	22.5241383022143	18.5094494019166	4.01468890029772
P05067	275	3	275_3	23.5878124246378	21.0475205740898	2.54029185054802
P05091	275	3	275_3	24.0641454119942	20.0101784040205	4.05396700797364
P05141	275	3	275_3	22.7861700424835	19.6352988977673	3.15087114471614
P05198	275	3	275_3	25.5665989967608	23.2333108274597	2.33328816930105
P05388	275	3	275_3	24.3022678144059	22.9248978052749	1.37737000913106
P05455	275	3	275_3	24.4388003218222	21.4389918606627	2.99980846115947
P05556	275	3	275_3	25.8356689685423	22.2703869917049	3.56528197683745
P06576	275	3	275_3	23.4393283723334	19.4820966884311	3.95723168390235
P06733	275	3	275_3	25.7927346031944	21.5867838578653	4.20595074532913
P06748	275	3	275_3	24.1790980250629	21.356069528149	2.82302849691389
P06756	275	3	275_3	25.3968282277284	21.7973910465314	3.599437181197
P07195	275	3	275_3	22.9984288246061	19.4120023298895	3.58642649471668
P07237	275	3	275_3	24.7280018045861	20.8371813121279	3.8908204924582
P07355	275	3	275_3	23.2220427157004	20.6553336557098	2.56670905999064
P07437	275	3	275_3	19.492674710092	19.7642560857637	-0.27158137567174
P07737	275	3	275_3	24.1304786050852	21.217504037252	2.9129745678332
P07814	275	3	275_3	22.6383330360935	19.7468865995773	2.89144643651619
P07858	275	3	275_3	24.6768059014539	22.8055785748646	1.87122732658928
P07900	275	3	275_3	25.5504524128494	19.9683114373238	5.58214097552556
P07910	275	3	275_3	27.0192334292933	23.6521937890292	3.36703964026404
P07996	275	3	275_3	22.366172036966	19.6159171525034	2.75025488446258
P08133	275	3	275_3	21.3006009680608	19.1207486465835	2.17985232147726
P08183	275	3	275_3	23.8942218816213	19.8259618692977	4.06826001232352
P08195	275	3	275_3	23.6433682408706	20.5299655832546	3.11340265761605
P08238	275	3	275_3	24.8784257160312	22.2204523016885	2.65797341434278
P08572	275	3	275_3	25.2298602999443	23.7223406071862	1.50751969275813
P08621	275	3	275_3	21.3940927835971	20.0489071429844	1.34518564061268
P08648	275	3	275_3	23.8346068394371	19.6729708352438	4.16163600419332
P08708	275	3	275_3	22.8658724466581	20.89129517189	1.97457727476816
P09382	275	3	275_3	23.746118992786	20.1849528051242	3.56116618766173
P09429	275	3	275_3	25.9466217234243	21.9554134277781	3.99120829564612
P09543	275	3	275_3	20.3242420228653	17.8200929218349	2.5041491010304
P09619	275	3	275_3	24.4680314692058	20.5328174168612	3.93521405234453
P09651	275	3	275_3	24.8989367534511	22.3093067654104	2.58962998804074
P09874	275	3	275_3	23.0713674937125	19.9194377704634	3.15192972324913
P09972	275	3	275_3	21.6955971482056	18.8667883504215	2.82880879778406
P0C0S5	275	3	275_3	23.1409755648858	22.3026186309041	0.838356933981732
P0C7U0	275	3	275_3	24.0524437105556	19.7246678502386	4.32777586031704
P10586	275	3	275_3	21.6069224874186	21.2864453909764	0.320477096442218
P10809	275	3	275_3	22.8420936069263	20.7946066242717	2.04748698265459
P10909	275	3	275_3	27.7275655001041	23.0500283535599	4.67753714654427
P11021	275	3	275_3	22.8377909009992	20.3721215459915	2.46566935500763
P11047	275	3	275_3	22.9684624056064	19.8742663541233	3.09419605148305
P11142	275	3	275_3	24.5910658313713	22.0048198067905	2.58624602458073
P11166	275	3	275_3	26.9326952347785	21.6046726669143	5.32802256786411
P11169	275	3	275_3	25.661090439196	21.0884027886135	4.5726876505825
P11172	275	3	275_3	22.943779653275	18.1610334424643	4.78274621081078
P11177	275	3	275_3	23.2854481521401	20.0376604801453	3.24778767199474
P11279	275	3	275_3	27.7944690684428	22.6437627283011	5.15070634014169
P11387	275	3	275_3	25.3452060834792	21.652466941782	3.69273914169724
P11388	275	3	275_3	22.0461956324844	20.096464478545	1.94973115393934
P11413	275	3	275_3	23.6612915510967	21.8882244984676	1.77306705262911
P11766	275	3	275_3	25.1692497571153	20.0006189072716	5.16863084984364
P11940	275	3	275_3	25.6656765743822	23.0520654552152	2.61361111916694
P12268	275	3	275_3	24.3518828549076	19.7792081299517	4.57267472495586
P12814	275	3	275_3	24.3992682821304	20.2250400981584	4.17422818397196
P12956	275	3	275_3	24.015959720838	21.1916096359522	2.8243500848858
P13010	275	3	275_3	22.5480403633122	19.1675072461746	3.38053311713765
P13473	275	3	275_3	23.2276664113074	19.7340862339551	3.49358017735231
P13489	275	3	275_3	24.2692796614525	21.9281380932974	2.3411415681551
