Entry
P55318
Q12947
Q92949
P85037
Q96NZ1
O60861
Q99853
Q99958
P55316
Q12952
P32314
P98177
Q9H334
Q9C009
Q6PJQ5
Q9NU39
P23771
P52951
P10070
Q9NP62
P08151
P10071
Q99684
Q8WWB7
Q9BZE0
Q8NBF1
Q9BWX5
Q8WUU5
P16383
Q9H2G9
P10075
Q9Y5W3
P52954
Q9UJU2
Q9Y4X4
Q9UMN6
Q9Y2Y9
P57682
Q8WZ60
Q03164
Q9BXK1
Q13887
O95600
O43439
O60682
P01106
P04198
Q9NPC7
P12525
Q8IZQ8
Q9P2K5
P15172
P23409
P10244
P10242
P15173
P12524
Q96NK8
Q99608
P43699
O15522
P78367
Q9C056
O95644
Q12968
Q16621
Q12857
P25208
O94916
Q14938
Q12986
Q92886
Q9Y4Z2
O95096
A6NCS4
P78426
Q14494
Q9Y4A8
P08651
P19838
P23511
P13056
Q92570
Q16649
Q00653
Q6ZNB6
Q13952
Q8IUM7
Q99801
Q9Y466
P22736
Q16656
Q14995
Q96RI1
P43354
O60393
Q9UK39
Q99742
Q13133
Q9Y5X4
P52952
P20393
P10588
O00482
P54845
P55055
Q8IXF0
Q15406
Q99743
P51843
O75469
Q14994
P49116
O60422
O14753
Q9BRP0
O95948
Q9H1E3
Q13516
O43316
P23759
P55771
P40424
Q8WXI9
P26367
P40426
P35227
Q13951
P23760
P40425
Q15365
P57721
P15863
Q06710
Q9Y5B6
Q8TE85
O15499
P56915
Q9UHL9
P78347
Q9Y692
Q14789
Q86WP2
Q99527
Q6EKJ0
Q9HC44
Q6ISB3
Q9H116
Q9NZI5
O43593
P61296
Q9BQA5
Q9H4S2
P51610
Q86UP8
Q13547
O96004
Q03014
Q14526
Q96HZ4
Q9UBX0
Q16534
Q14541
A0A1B0GTS1
Q9NP08
P54198
P26583
Q02575
Q02577
Q9UBP5
Q9Y543
Q5TA89
Q05925
Q14527
P20823
P41235
Q96LI6
Q14469
Q9Y5J3
Q9NP66
P17096
Q8IX15
A6NFD8
Q9NQ87
P52926
A0A1B0GWH4
Q9Y2N7
Q9UBC0
P61978
P09629
O43248
Q00056
P31268
P14652
P17483
P17509
P13378
P09067
Q4G112
P31260
P31267
P14653
P14651
P31249
P28356
P35680
O43364
P31276
P31273
Q9ULV5
P20719
Q9NYD6
P09630
P28358
P35453
Q02535
Q16666
Q9H5V7
O43365
P09017
P09016
P41134
Q9UKT9
Q9UBD0
Q13422
Q03933
Q9UKS7
Q99081
P17481
Q00444
Q00978
Q9H2S9
P10914
Q92985
Q01101
P61371
Q15306
P17535
O95251
O14896
P14316
Q13568
Q14653
Q2M1V0
P17275
Q02556
Q8WYK2
Q92833
Q9Y4C1
P29375
Q8N8K9
Q13886
Q9UGL1
O14901
Q99612
Q13118
Q9UIH9
O75840
Q5JT82
Q13351
O43474
Q86VZ6
O60663
Q8NA19
Q9UBR4
Q96JM7
P61968
Q9UPM6
Q9Y468
P50458
P48742
Q9ULX9
O15525
Q05195
P61244
Q9Y250
Q8NHW3
O75444
P12980
Q9H2W2
Q9Y2G1
P50219
O94776
Q14872
Q9NP71
Q99583
Q96LU7
Q13330
Q9Y5Q3
Q02080
Q0VG99
Q8N653
O60675
Q02078
O14770
P08235
Q9BRJ9
Q99687
O75030
Q9HAP2
Q15648
P51608
Q13465
P50222
Q9NX63
Q14814
O00470
P50221
Q06413
Q8IWI9
Q9UH92
Q9Y3D2
P35548
O75081
Q06455
A6NI15
P28360
Q9BTC8
P10243
P13349
Q14919
Q13469
Q14934
Q96BF6
Q13562
P22392
Q86VE0
Q9UL68
Q01538
P28698
Q9H9S0
Q15784
Q16236
O00712
Q15072
Q06416
Q9UQ80
P32243
O00110
Q9HBE1
P32242
Q86YP4
O15350
O43422
Q9BYU1
Q02548
P35232
Q9BYE7
P52945
Q96JS3
Q9GZU2
O60925
Q9UMS5
O43189
Q7RTV0
P78337
Q99697
Q8N7G0
Q6DJT9
Q01851
Q14863
Q9UM63
Q01860
Q9UPG8
O15162
O14813
Q99453
Q9BVI0
P28069
O75364
P55347
Q03052
Q13029
O75360
Q99811
P06401
Q03181
P14859
Q9UKI9
P20264
Q12837
P78424
Q07869
Q9NQX1
Q3B8N5
P09086
P20265
P49335
Q15319
O75626
Q7RTS3
O95997
P01270
Q00577
Q92786
Q96QR8
P13631
P10826
Q9UKL0
O60216
Q13127
Q2TAL8
P53805
Q96IS3
P25791
Q8IZ40
Q9P2K3
Q9P2R6
Q2KHR2
P48382
O00287
Q9NRY4
P48378
Q8HWS3
Q9GZR2
P48380
Q01201
Q33E94
Q6ZV50
Q8NHV9
Q9UBG7
P22670
O14593
P35398
Q92753
Q92766
P51449
P78317
P28702
Q13950
P19793
P48443
Q9UN30
Q01196
Q9UPW6
Q9Y2V3
Q9NR83
Q9NSC2
Q9GZW5
Q13761
Q9Y467
Q96GD3
Q7RTU7
P40879
Q9UJQ4
Q9BXA9
Q01826
Q6R2W3
O95343
Q9BWW7
Q99717
O15198
Q9NQ03
Q14190
P12757
Q9UQR0
P57086
Q96ST3
Q9UIU6
O15266
Q13487
O95475
O43623
O75971
Q9Y651
Q9BT81
Q13342
P36956
O15105
Q15475
Q15796
P35712
O00570
P48436
P08047
Q02086
Q02447
Q6BEB4
Q8TDD2
P35716
Q3SY56
O43541
P81133
P56693
O60248
P35713
Q9NPC8
Q9UN79
Q02446
Q12772
P51692
P0CG40
P11831
P81877
Q13033
Q3KNW1
Q5SXM2
Q5JUK2
O15370
O94993
Q06945
P57073
Q8N5J4
Q15797
Q9NX45
P48431
P35711
Q05066
P17947
Q9BXG8
O95863
Q9BWW4
P63272
Q7KZ85
P42229
Q8IXZ3
O95238
O95416
Q9H6I2
Q01892
Q9BWG4
Q8WVM7
P52630
Q13285
P42224
P42226
O60284
O75716
Q06330
Q14765
O75157
Q9Y3Q8
Q53T94
Q92750
O75529
Q13148
Q96PN7
Q63HK5
Q6ZSZ6
Q15361
Q9UHF7
Q86TJ2
P17542
Q16559
P28347
Q9NQB0
Q99576
Q13207
Q15542
O95935
Q15170
Q9UL49
P19532
Q9UMR3
O95947
Q12870
Q9BQ70
Q12800
Q14186
O75528
Q6SJ96
Q16650
O75333
Q9GZN2
B2RXF0
Q15543
Q10587
Q9Y458
O15119
Q15714
O75478
P20226
Q15562
Q15561
Q01664
Q5H9I0
P15923
P10827
O43763
Q9UL17
Q9Y242
O43680
P36402
P53999
Q9NZI6
O14948
Q13889
P10828
Q13263
P19484
Q96EK4
O00268
P49848
Q96SF7
O60806
P57082
Q99593
Q99594
Q9HCS4
Q00059
Q14188
P31314
Q13888
Q92759
Q15583
P47974
Q14134
Q04727
Q8IYM9
Q14258
Q07352
Q96NM4
Q15672
P10074
Q9NRE2
Q96T88
Q15853
P42681
Q9NPG3
Q9NZI7
P25490
P22415
Q5SQQ9
P15498
Q9UIW0
P16989
P19544
P11473
Q9NZR4
P67809
O95619
Q8IZ13
O43829
Q8NAP3
Q63HK3
Q9Y2L8
Q9UBW7
Q9UJ78
Q03924
P58317
P52741
P52743
Q9UQR1
O14709
Q9UK13
Q9UK10
Q14588
P15622
Q9Y2P7
Q14586
Q96GC6
Q9Y2X9
Q9NW07
Q09FC8
O95365
P37275
P15822
Q9Y2G7
Q14202
P52740
P52742
P52747
Q12901
Q9Y473
P17025
Q86WZ6
A6NK53
Q9NSD4
Q2VY69
Q9NWS9
Q8N9F8
Q3ZCX4
Q6ZNG1
Q9UID6
Q9NV72
Q32MQ0
Q6NUN9
P17031
P51814
O43830
P51522
P35789
Q9P2E3
A6NJL1
Q9H4T2
Q96LW9
Q9C0D4
Q52M93
O75290
O96006
O75132
Q13105
P24278
Q96NJ6
P0C6A0
Q9HBT7
Q96RE9
Q96PQ6
Q86V71
O94892
Q8NDQ6
Q86YE8
Q96SK3
Q8N8J6
Q6ZSS3
Q2M218
Q96N77
Q32M78
Q5JPB2
Q6ZN19
B4DU55
P0CG24
Q9BSG1
P17038
Q15929
P0CG00
Q8NBB4
O15156
Q9HCL3
Q6P2D0
Q9Y6Q3
Q9NS37
Q9UKY1
Q9Y6X8
Q9Y6R6
Q969J2
Q8NF99
Q8TAQ5
Q6ZR52
A6NDX5
Q6PDB4
P17028
P13682
P17097
Q6PML9
P17040
Q8IWY8
Q49AG3
Q99592
Q6ZN57
Q8N5A5
Q9P2J8
Q5FWF6
Q6ZNA1
Q03923
Q05481
Q96LW1
Q6AHZ1
Q6P3V2
P0CG31
P31629
Q9P243
Q15915
O95409
P49910
Q9NYT6
O14978
Q14587
Q7RTV3
Q7Z4V0
P59923
Q8N782
Q08ER8
Q9UEG4
Q9BS31
Q8N720
Q499Z4
Q8N8C0
Q0VGE8
Q3KNS6
Q8N5P1
Q5T1R4
Q15911
Q96MM3
P17029
Q15776
Q8N7M2
Q9C0F3
Q9BX82
Q8TF39
Q3MIS6
Q86UE3
Q8N9K5
Q8N823
Q8N3J9
Q9H7X3
Q9BY31
P51815
P17022
P17023
P17039
P17036
Q02386
Q16587
P86452
Q05516
Q9HC78
Q9H4I2
Q96PE6
Q9P0L1
P52736
P52738
Q2M3W8
O75820
O14771
Q9P2Y4
Q9NZL3
A2RRD8
Q06730
Q9GZX5
Q96SR6
Q6P9G9
Q5JVG2
Q8N184
Q7Z3V5
Q9BSK1
Q8IYB9
O75123
Q6AZW8
Q5SXM1
P0DKX0
O75541
A6NHJ4
P0CJ79
P17020
P17027
Q9NQZ8
P51508
Q03938
Q03936
Q9BUG6
Q6NSZ9
Q86W11
Q8NAM6
O60481
Q9NZV7
O60281
Q9NR11
Q6U7Q0
Q06732
P17032
Q8NA42
Q53GI3
Q8TBZ8
Q92670
Q7L2R6
Q6NX45
Q6ZN06
P17014
P17035
Q8TBC5
Q9Y5A6
O15535
P98168
Q9HBT8
O60765
Q86Y25
O60315
Q9UJL9
Q8NHY6
Q8N141
Q8TF47
Q9BYN7
Q96N95
Q8N0Y2
Q8TAF7
Q5VIY5
Q9ULM2
Q96CX3
Q96K75
Q76KX8
Q6NX49
Q96K58
Q96SZ4
P10073
Q3MJ62
Q9NX65
Q7Z7L9
Q2QGD7
Q9P1Z0
Q9BRR0
O95789
Q9UJU3
P51786
Q15697
O95125
O43670
Q9UL58
O75362
Q9UNY5
Q14590
Q16600
O75437
Q3ZCT1
Q5JNZ3
Q14585
O60304
Q86T29
Q6PF04
Q08AN1
Q5EBL2
Q86XU0
Q96N22
Q8N4W9
Q9Y2P0
Q9NSJ1
Q5SVZ6
Q5VZL5
P52739
P52744
Q13106
Q9UJW7
Q9BRH9
Q9HCZ1
Q9UJN7
Q6ECI4
Q96IT1
Q92618
O15090
Q9H0D2
Q7Z3I7
Q8WXB4
A6NNF4
Q6ZRF7
Q96N58
Q5TYW1
Q86XN6
Q6IQ21
Q6ZMW2
Q6PG37
O95218
A6NGD5
O43309
Q16670
