Names	DMSO	TUNIC	TUNICISRIB	ISRIB	Class
RSSA_HUMAN	0.003563918	0.004990927	0.000932722	0.000801134	Up-Down-Down
DHRS2_HUMAN	0.003333333	0.004165007	0.00063528	0.000390625	Up-Down-Down
ROAA_HUMAN	0.003087727	0.007899351	0.002838561	0.002813911	Up-Down-Down
RACK1_HUMAN	0.003087727	0.003734344	0.000675676	0.001191759	Up-Down-Down
RL18A_HUMAN	0.003005858	0.006212104	0.002838561	0.000821018	Up-Down-Down
FBRL_HUMAN	0.002849632	0.005923066	0.001189768	0.002012777	Up-Down-Down
RBM3_HUMAN	0.002842121	0.003303681	0.000297442	0.001171875	Up-Down-Down
SRSF3_HUMAN	0.002760252	0.004094194	0.001689189	0.000801134	Up-Down-Down
RL31_HUMAN	0.002693405	0.002908424	0.002324469	0.000390625	Up-Down-Down
H2B1M_HUMAN	0.002685895	0.002908424	0.001189768	0.001642036	Up-Down-Down
RS18_HUMAN	0.002529668	0.004955521	0.001568002	0.001171875	Up-Down-Down
NOP58_HUMAN	0.002529668	0.003014643	0.000675676	0	Up-Down-Down
RENT1_HUMAN	0.00245531	0.002513167	0.001568002	0.00078125	Up-Down-Down
SRSF9_HUMAN	0.002291573	0.004200413	0.000337838	0.000410509	Up-Down-Down
ELAV2_HUMAN	0.002142857	0.002873017	0.001013514	0	Up-Down-Down
RM37_HUMAN	0.001741024	0.002082503	0	0	Up-Down-Down
SRS10_HUMAN	0.001502929	0.002047097	0.00127056	0.000390625	Up-Down-Down
LARP4_HUMAN	0.001428571	0.001687247	0.000594884	0.00078125	Up-Down-Down
PAF1_HUMAN	0.001421061	0.003734344	0.000297442	0.000410509	Up-Down-Down
ZRAB2_HUMAN	0.001421061	0.00247776	0	0.000801134	Up-Down-Down
SET_HUMAN	0.001346703	0.002047097	0.00063528	0	Up-Down-Down
YTHD3_HUMAN	0.001190476	0.001581028	0	0	Up-Down-Down
MPRD_HUMAN	0.001108607	0.004058788	0	0.000410509	Up-Down-Down
RL13A_HUMAN	0.000952381	0.001581028	0.000337838	0	Up-Down-Down
RL17_HUMAN	0.000952381	0.001221177	0.000337838	0	Up-Down-Down
HNRL1_HUMAN	0.000714286	0.000790514	0	0	Up-Down-Down
RAB1A_HUMAN (+1)	0.000632417	0.001221177	0	0.000390625	Up-Down-Down
PURA_HUMAN	0.00047619	0.00082592	0	0.000390625	Up-Down-Down
TGM2_HUMAN	0.000394322	0.000395257	0.000297442	0	Up-Down-Down
RM27_HUMAN	0.000394322	0.000395257	0.000337838	0	Up-Down-Down
RL7L_HUMAN	0.000394322	0.000395257	0.000337838	0	Up-Down-Down
THY1_HUMAN	0.000238095	0.000395257	0	0	Up-Down-Down
TOP2B_HUMAN	0.000238095	0.000430663	0	0	Up-Down-Down
RL35_HUMAN	0.000238095	0.000430663	0	0	Up-Down-Down
RM02_HUMAN	0.000238095	0.000395257	0	0	Up-Down-Down
GPC6_HUMAN	0	0.002047097	0	0	Up-Down-Down
DRG1_HUMAN	0	0.001616434	0	0	Up-Down-Down
SCRB2_HUMAN	0	0.001687247	0	0	Up-Down-Down
PARP1_HUMAN	0	0.00082592	0	0	Up-Down-Down
CTR9_HUMAN	0	0.001256583	0	0	Up-Down-Down
RU17_HUMAN	0	0.001256583	0	0	Up-Down-Down
FLNC_HUMAN	0.184474238	0.233198517	0.053080735	0.217179803	Up-Down-Up
FLNA_HUMAN	0.171877723	0.190722527	0.043426733	0.181188424	Up-Down-Up
FLNB_HUMAN	0.057870662	0.058929368	0.008934314	0.064322275	Up-Down-Up
ACTB_HUMAN (+1)	0.039299234	0.047366486	0.023248308	0.055457204	Up-Down-Up
HS90B_HUMAN	0.035698513	0.040216455	0.019179583	0.039235683	Up-Down-Up
HS90A_HUMAN	0.020349256	0.02362724	0.012272296	0.023193119	Up-Down-Up
EF2_HUMAN	0.020096139	0.024382347	0.008001592	0.024173209	Up-Down-Up
HSP7C_HUMAN	0.019396875	0.026211219	0.012826784	0.021160458	Up-Down-Up
ITB1_HUMAN	0.018444495	0.02739699	0.017031368	0.021239994	Up-Down-Up
MUC18_HUMAN	0.011636623	0.021184886	0.005974565	0.014420413	Up-Down-Up
VIME_HUMAN	0.009091933	0.011993545	0.005879102	0.011566733	Up-Down-Up
NOLC1_HUMAN	0.008943218	0.012317989	0.008258638	0.014830922	Up-Down-Up
P11021|GRP78_HUMAN	0.007998348	0.010701555	0.005757914	0.008772706	Up-Down-Up
ANXA2_HUMAN	0.00735842	0.010701555	0.001527606	0.009984349	Up-Down-Up
ACTN1_HUMAN	0.006726003	0.010270892	0.000973118	0.010785483	Up-Down-Up
MATR3_HUMAN	0.006659156	0.008188389	0.005460472	0.006839465	Up-Down-Up
ABCF1_HUMAN	0.005066847	0.006212104	0.00127056	0.005998563	Up-Down-Up
PDIA6_HUMAN	0.00491062	0.009981854	0.00339305	0.005237197	Up-Down-Up
ZFR_HUMAN	0.004746883	0.005781441	0.001986631	0.004806804	Up-Down-Up
BASI_HUMAN	0.004196335	0.005386184	0.003473841	0.004475831	Up-Down-Up
G3P_HUMAN	0.004188824	0.007793132	0.003554633	0.007931804	Up-Down-Up
EF1G_HUMAN	0.004032597	0.005386184	0.000675676	0.004396295	Up-Down-Up
EIF3C_HUMAN (+1)	0.003958239	0.00459567	0.000337838	0.005157661	Up-Down-Up
IF4A1_HUMAN	0.003883882	0.004920115	0.002027027	0.006369304	Up-Down-Up
DDX46_HUMAN	0.003638275	0.020612597	0.003216795	0.005237197	Up-Down-Up
UT14A_HUMAN	0.002849632	0.004094194	0.000932722	0.003615045	Up-Down-Up
U2AF2_HUMAN	0.002842121	0.00542159	0.002284073	0.003184652	Up-Down-Up
THOC4_HUMAN	0.002842121	0.004955521	0.002203282	0.003244304	Up-Down-Up
ACTN4_HUMAN	0.002760252	0.006501142	0	0.004806804	Up-Down-Up
XPO5_HUMAN	0.002209704	0.002908424	0.000337838	0.003284072	Up-Down-Up
UBF1_HUMAN	0.002135346	0.006212104	0.001013514	0.00322442	Up-Down-Up
SON_HUMAN	0.001904762	0.003197462	0.001825048	0.003965902	Up-Down-Up
CIRBP_HUMAN	0.001741024	0.002873017	0.001568002	0.001992893	Up-Down-Up
RL34_HUMAN	0.001502929	0.002908424	0.000932722	0.002012777	Up-Down-Up
DEK_HUMAN	0.001428571	0.00165184	0.000973118	0.003615045	Up-Down-Up
RL3_HUMAN	0.001421061	0.002011691	0.00127056	0.001602268	Up-Down-Up
LDHA_HUMAN	0.001346703	0.00459567	0	0.002423286	Up-Down-Up
SPS2L_HUMAN	0.001026739	0.00165184	0.000594884	0.001191759	Up-Down-Up
RBMS3_HUMAN	0.000952381	0.001976285	0.000594884	0.001642036	Up-Down-Up
RL11_HUMAN	0.000870512	0.00247776	0.000337838	0.001602268	Up-Down-Up
RLA0_HUMAN	0.000788644	0.002513167	0	0.002012777	Up-Down-Up
RL23_HUMAN	0.000714286	0.00082592	0.000297442	0.000801134	Up-Down-Up
PHB_HUMAN	0.000632417	0.001256583	0	0.001191759	Up-Down-Up
SYTC_HUMAN	0.00047619	0.002011691	0.000337838	0.000821018	Up-Down-Up
DKC1_HUMAN	0.00047619	0.00082592	0	0.000801134	Up-Down-Up
EZRI_HUMAN	0.00047619	0.000861326	0	0.000821018	Up-Down-Up
CISY_HUMAN	0.000394322	0.00165184	0	0.001211643	Up-Down-Up
RBM24_HUMAN (+1)	0.000394322	0.001221177	0	0.000801134	Up-Down-Up
GEMI5_HUMAN	0.000238095	0.000430663	0	0.001211643	Up-Down-Up
PEBP1_HUMAN	0.000238095	0.000430663	0	0.000390625	Up-Down-Up
RBM39_HUMAN	0	0.00247776	0	0.001211643	Up-Down-Up
PGK1_HUMAN	0	0.000395257	0	0.001973009	Up-Down-Up
BYST_HUMAN	0	0.000430663	0	0.002012777	Up-Down-Up
ITA3_HUMAN	0	0.001256583	0	0.000801134	Up-Down-Up
HDGR2_HUMAN	0	0.000790514	0	0.000410509	Up-Down-Up
RL13_HUMAN	0	0.000395257	0	0.000390625	Up-Down-Up
TIAR_HUMAN	0.012246507	0.016701222	0.014692228	0.010414742	Up-Up-Down
EF1A3_HUMAN	0.011428571	0.024057903	0.013340877	0.010262726	Up-Up-Down
TIA1_HUMAN	0.009010065	0.009875635	0.009448406	0.006799697	Up-Up-Down
SRSF7_HUMAN	0.00434505	0.004524858	0.004784797	0.002833795	Up-Up-Down
CLIC1_HUMAN	0.003720144	0.004524858	0.003811679	0.002423286	Up-Up-Down
PRC2C_HUMAN	0.002849632	0.004631077	0.003176399	0.0015625	Up-Up-Down
RS7_HUMAN	0.002053478	0.004200413	0.002581515	0.002012777	Up-Up-Down
H4_HUMAN	0.001182965	0.00211791	0.002621911	0.000801134	Up-Up-Down
RS25_HUMAN	0.001182965	0.001256583	0.00127056	0	Up-Up-Down
PDIA4_HUMAN	0.001108607	0.002082503	0.00127056	0.00078125	Up-Up-Down
TOP1_HUMAN	0.000870512	0.011633695	0.001013514	0	Up-Up-Down
RL7A_HUMAN	0.000788644	0.002082503	0.000892326	0	Up-Up-Down
RL10_HUMAN	0.000788644	0.000790514	0.000973118	0.000390625	Up-Up-Down
LARP7_HUMAN	0.000714286	0.001256583	0.002581515	0.000390625	Up-Up-Down
TENA_HUMAN	0.000394322	0.000395257	0.001608398	0	Up-Up-Down
4F2_HUMAN	0.000238095	0.002908424	0.00127056	0	Up-Up-Down
CP131_HUMAN	0.000238095	0.000790514	0.000337838	0	Up-Up-Down
EBP2_HUMAN	0.000238095	0.000395257	0.000297442	0	Up-Up-Down
RAN_HUMAN	0	0.001256583	0.00063528	0	Up-Up-Down
SSF1_HUMAN	0	0.001185771	0.000297442	0	Up-Up-Down
RL21_HUMAN	0	0.000790514	0.000337838	0	Up-Up-Down
RTF1_HUMAN	0	0.000861326	0.000297442	0	Up-Up-Down
TCPE_HUMAN	0	0.000395257	0.000297442	0	Up-Up-Down
HSP72_HUMAN	0	0.005928854	0.004391892	0	Up-Up-Down
CHD1_HUMAN	0	0.000430663	0.000337838	0	Up-Up-Down
IF4B_HUMAN	0.010989184	0.020789629	0.012151109	0.013990019	Up-Up-Up
SSRP1_HUMAN	0.008697612	0.012353396	0.011637016	0.010394858	Up-Up-Up
FINC_HUMAN	0.00830329	0.02527908	0.019734071	0.014791154	Up-Up-Up
TBA1C_HUMAN	0.008095238	0.01027668	0.011732479	0.020789717	Up-Up-Up
CD44_HUMAN	0.006562265	0.012388802	0.008813126	0.008441733	Up-Up-Up
CELF1_HUMAN	0.006242301	0.014471306	0.008758059	0.009984349	Up-Up-Up
LC7L2_HUMAN	0.004672525	0.005350778	0.008515684	0.006389188	Up-Up-Up
PR40A_HUMAN	0.003638275	0.012388802	0.003852075	0.010044001	Up-Up-Up
PININ_HUMAN	0.003095238	0.02068341	0.00516303	0.005647706	Up-Up-Up
CSTF2_HUMAN	0.002291573	0.014542118	0.016814718	0.008984375	Up-Up-Up
BCLF1_HUMAN	0.002135346	0.004489451	0.004825193	0.005217313	Up-Up-Up
EIF3A_HUMAN	0.001666667	0.007002618	0.003473841	0.002012777	Up-Up-Up
TRA2A_HUMAN	0.001659156	0.00294383	0.004109121	0.004806804	Up-Up-Up
LAMP1_HUMAN	0.001577287	0.003663531	0.002541119	0.00322442	Up-Up-Up
TR150_HUMAN	0.001428571	0.005350778	0.005203426	0.005217313	Up-Up-Up
TGON2_HUMAN	0.001182965	0.003268274	0.002541119	0.002813911	Up-Up-Up
DYH8_HUMAN	0.000952381	0.003014643	0.001189768	0.00234375	Up-Up-Up
NICA_HUMAN	0.000788644	0.002082503	0.00127056	0.000821018	Up-Up-Up
SR140_HUMAN	0.00047619	0.002908424	0.002581515	0.001211643	Up-Up-Up
SYQ_HUMAN	0.000394322	0.000861326	0.002541119	0.001953125	Up-Up-Up
HSPB1_HUMAN	0.000394322	0.00082592	0.002203282	0.001602268	Up-Up-Up
SUMO4_HUMAN	0.000394322	0.00165184	0.00063528	0.002833795	Up-Up-Up
1433Z_HUMAN	0.000394322	0.000395257	0.00148721	0.002383518	Up-Up-Up
AT1B1_HUMAN	0.000238095	0.000861326	0.002500724	0.003615045	Up-Up-Up
GUAA_HUMAN	0.000238095	0.001722653	0.000675676	0.004045438	Up-Up-Up
PODXL_HUMAN	0.000238095	0.000395257	0.00063528	0.0015625	Up-Up-Up
EFTU_HUMAN	0	0.002873017	0.000594884	0.001191759	Up-Up-Up
Q7L0Y3|MRRP1_HUMAN	0	0.000430663	0.000337838	0.000390625	Up-Up-Up
RL27A_HUMAN	0	0.000430663	0.000337838	0.000410509	Up-Up-Up
