master_protein	cells	treatment	rep
Q96GD4	MCF10A	CL	4
Q9Y6E0	MCF10A	CL	4
O14929	MCF10A	CL	4
Q96B70	MCF10A	CL	4
Q562R1	MCF10A	CL	4
P63096	MCF10A	CL	4
O15446	MCF10A	CL	4
Q14693	MCF10A	CL	4
P46109	MCF10A	CL	4
P46063	MCF10A	CL	4
Q6DKI1	MCF10A	CL	4
P30044	MCF10A	CL	4
Q9H7N4	MCF10A	CL	4
P33991	MCF10A	CL	4
Q9BYK8	MCF10A	CL	4
P11166	MCF10A	CL	4
Q92530	MCF10A	CL	4
Q96II8	MCF10A	CL	4
Q9H074	MCF10A	CL	4
O43815	MCF10A	CL	4
P19623	MCF10A	CL	4
P08559	MCF10A	CL	4
P48067	MCF10A	CL	4
Q15796	MCF10A	CL	4
O15534	MCF10A	CL	4
P28288	MCF10A	CL	4
O15085	MCF10A	CL	4
Q96KP4	MCF10A	CL	4
P15170	MCF10A	CL	4
Q16222	MCF10A	CL	4
Q9NXC5	MCF10A	CL	4
Q8NEW0	MCF10A	CL	4
P20839	MCF10A	CL	4
Q8NFH3	MCF10A	CL	4
P10155	MCF10A	CL	4
P17812	MCF10A	CL	4
O43592	MCF10A	CL	4
Q86UK0	MCF10A	CL	4
P17813	MCF10A	CL	4
Q9NQR4	MCF10A	CL	4
Q9BXY0	MCF10A	CL	4
P11766	MCF10A	CL	4
Q86U42	MCF10A	CL	4
P41240	MCF10A	CL	4
Q9Y277	MCF10A	CL	4
Q9NYY8	MCF10A	CL	4
P04844	MCF10A	CL	4
Q14738	MCF10A	CL	4
P00492	MCF10A	CL	4
P40818	MCF10A	CL	4
Q99961	MCF10A	CL	4
Q9Y4R8	MCF10A	CL	4
P29466	MCF10A	CL	4
Q9P1F3	MCF10A	CL	4
Q13601	MCF10A	CL	4
Q9NY61	MCF10A	CL	4
Q16719	MCF10A	CL	4
Q99459	MCF10A	CL	4
Q09161	MCF10A	CL	4
Q96DV4	MCF10A	CL	4
P14174	MCF10A	CL	4
Q9H5Q4	MCF10A	CL	4
P49903	MCF10A	CL	4
Q12929	MCF10A	CL	4
P50452	MCF10A	CL	4
Q9GZP8	MCF10A	CL	4
Q6IBS0	MCF10A	CL	4
Q15904	MCF10A	CL	4
Q9Y2V7	MCF10A	CL	4
Q13561	MCF10A	CL	4
O75175	MCF10A	CL	4
Q9NQT5	MCF10A	CL	4
Q562E7	MCF10A	CL	4
Q6YHU6	MCF10A	CL	4
Q8WWN8	MCF10A	CL	4
P07737	MCF10A	CL	4
P29558	MCF10A	CL	4
O60443	MCF10A	CL	4
Q9BV68	MCF10A	CL	4
O75151	MCF10A	CL	4
Q9Y6E2	MCF10A	CL	4
P09972	MCF10A	CL	4
Q6P9B6	MCF10A	CL	4
Q2VIQ3	MCF10A	CL	4
Q9NRF9	MCF10A	CL	4
Q8N3X1	MCF10A	CL	4
Q659C4	MCF10A	CL	4
Q9BZH6	MCF10A	CL	4
P19525	MCF10A	CL	4
P42345	MCF10A	CL	4
Q8WVK2	MCF10A	CL	4
Q9UFC0	MCF10A	CL	4
Q6VMQ6	MCF10A	CL	4
O15347	MCF10A	CL	4
P23284	MCF10A	CL	4
Q9Y2R4	MCF10A	CL	4
Q9UNN8	MCF10A	CL	4
Q9UBB5	MCF10A	CL	4
Q8NBI5	MCF10A	CL	4
Q9NQW7	MCF10A	CL	4
P05362	MCF10A	CL	4
Q92552	MCF10A	CL	4
Q96L92	MCF10A	CL	4
Q9BQ67	MCF10A	CL	4
P49917	MCF10A	CL	4
P52799	MCF10A	CL	4
Q8IZA0	MCF10A	CL	4
Q08AF3	MCF10A	CL	4
O95881	MCF10A	CL	4
O15296	MCF10A	CL	4
O43663	MCF10A	CL	4
P21912	MCF10A	CL	4
Q8IWV7	MCF10A	CL	4
O75569	MCF10A	CL	4
P62136	MCF10A	CL	4
Q969L2	MCF10A	CL	4
Q86WC4	MCF10A	CL	4
Q9BW27	MCF10A	CL	4
O95861	MCF10A	CL	4
O43264	MCF10A	CL	4
Q9P287	MCF10A	CL	4
Q01831	MCF10A	CL	4
P30084	MCF10A	CL	4
Q9Y3E1	MCF10A	CL	4
P40925	MCF10A	CL	4
Q969H4	MCF10A	CL	4
Q9UBF2	MCF10A	CL	4
P61011	MCF10A	CL	4
Q93050	MCF10A	CL	4
P24534	MCF10A	CL	4
P33527	MCF10A	CL	4
P15313	MCF10A	CL	4
Q9NPI6	MCF10A	CL	4
Q16401	MCF10A	CL	4
P50502	MCF10A	CL	4
P04908	MCF10A	CL	4
O60287	MCF10A	CL	4
Q9NVI7	MCF10A	CL	4
P55209	MCF10A	CL	4
Q9BSC4	MCF10A	CL	4
P55735	MCF10A	CL	4
Q13017	MCF10A	CL	4
Q15102	MCF10A	CL	4
O95486	MCF10A	CL	4
O95394	MCF10A	CL	4
Q5VT25	MCF10A	CL	4
Q9NVN8	MCF10A	CL	4
Q13510	MCF10A	CL	4
Q9Y4F3	MCF10A	CL	4
O00566	MCF10A	CL	4
Q07021	MCF10A	CL	4
Q9BYX7	MCF10A	CL	4
O00560	MCF10A	CL	4
Q9NVV4	MCF10A	CL	4
P82673	MCF10A	CL	4
O95202	MCF10A	CL	4
Q9H4L7	MCF10A	CL	4
P17980	MCF10A	CL	4
P60709	MCF10A	CL	4
Q68CZ2	MCF10A	CL	4
P68366	MCF10A	CL	4
O15234	MCF10A	CL	4
Q15397	MCF10A	CL	4
O43395	MCF10A	CL	4
O15439	MCF10A	CL	4
Q7L2H7	MCF10A	CL	4
O00273	MCF10A	CL	4
P19634	MCF10A	CL	4
P05386	MCF10A	CL	4
Q8IYD1	MCF10A	CL	4
Q99549	MCF10A	CL	4
P04350	MCF10A	CL	4
P31151	MCF10A	CL	4
Q9NZL4	MCF10A	CL	4
Q92859	MCF10A	CL	4
O94903	MCF10A	CL	4
P21964	MCF10A	CL	4
Q00535	MCF10A	CL	4
P48960	MCF10A	CL	4
Q9H8H0	MCF10A	CL	4
Q9UET6	MCF10A	CL	4
P30154	MCF10A	CL	4
Q15386	MCF10A	CL	4
P25325	MCF10A	CL	4
Q8NFF5	MCF10A	CL	4
P47989	MCF10A	CL	4
Q9NXF1	MCF10A	CL	4
Q9H814	MCF10A	CL	4
Q92922	MCF10A	CL	4
Q9BXP2	MCF10A	CL	4
Q8N766	MCF10A	CL	4
P62820	MCF10A	CL	4
A2RRP1	MCF10A	CL	4
Q15043	MCF10A	CL	4
Q9BZF1	MCF10A	CL	4
P63261	MCF10A	CL	4
A8MWD9	MCF10A	CL	4
P46778	MCF10A	CL	4
P62140	MCF10A	CL	4
Q13367	MCF10A	CL	4
P51610	MCF10A	CL	4
Q9NUL5	MCF10A	CL	4
P68032	MCF10A	CL	4
P61978	MCF10A	CL	5
Q9NYF8	MCF10A	CL	5
Q12849	MCF10A	CL	5
P11387	MCF10A	CL	5
P46776	MCF10A	CL	5
P34932	MCF10A	CL	5
Q15021	MCF10A	CL	5
Q71RC2	MCF10A	CL	5
Q15149	MCF10A	CL	5
P00558	MCF10A	CL	5
P47914	MCF10A	CL	5
O75475	MCF10A	CL	5
P56537	MCF10A	CL	5
Q04637	MCF10A	CL	5
Q8N983	MCF10A	CL	5
P26038	MCF10A	CL	5
O75400	MCF10A	CL	5
Q14151	MCF10A	CL	5
P23229	MCF10A	CL	5
P38646	MCF10A	CL	5
Q01105	MCF10A	CL	5
Q14980	MCF10A	CL	5
Q8TDD1	MCF10A	CL	5
P06748	MCF10A	CL	5
P07910	MCF10A	CL	5
P15924	MCF10A	CL	5
P28290	MCF10A	CL	5
Q9UQ35	MCF10A	CL	5
Q9Y520	MCF10A	CL	5
Q92804	MCF10A	CL	5
Q5SW79	MCF10A	CL	5
Q9P2E9	MCF10A	CL	5
Q6Y7W6	MCF10A	CL	5
P67809	MCF10A	CL	5
Q86YZ3	MCF10A	CL	5
P11047	MCF10A	CL	5
Q9BY89	MCF10A	CL	5
P98160	MCF10A	CL	5
Q13751	MCF10A	CL	5
Q9Y2W1	MCF10A	CL	5
Q14204	MCF10A	CL	5
P52272	MCF10A	CL	5
Q15424	MCF10A	CL	5
P11021	MCF10A	CL	5
P23588	MCF10A	CL	5
Q9UK76	MCF10A	CL	5
O95817	MCF10A	CL	5
P46783	MCF10A	CL	5
Q9C0J8	MCF10A	CL	5
Q99959	MCF10A	CL	5
O94913	MCF10A	CL	5
Q14134	MCF10A	CL	5
O76021	MCF10A	CL	5
P36578	MCF10A	CL	5
P53801	MCF10A	CL	5
O95793	MCF10A	CL	5
Q12789	MCF10A	CL	5
Q9UGI8	MCF10A	CL	5
Q5JSZ5	MCF10A	CL	5
Q8WX93	MCF10A	CL	5
O75369	MCF10A	CL	5
P08708	MCF10A	CL	5
Q01130	MCF10A	CL	5
Q12906	MCF10A	CL	5
Q15154	MCF10A	CL	5
Q6PKG0	MCF10A	CL	5
P08621	MCF10A	CL	5
P14618	MCF10A	CL	5
Q12797	MCF10A	CL	5
Q9UHB9	MCF10A	CL	5
O60716	MCF10A	CL	5
Q9NZT2	MCF10A	CL	5
Q9Y2X9	MCF10A	CL	5
P26583	MCF10A	CL	5
Q13813	MCF10A	CL	5
Q86XP3	MCF10A	CL	5
Q9BUQ8	MCF10A	CL	5
Q9C0C2	MCF10A	CL	5
P21333	MCF10A	CL	5
Q9Y490	MCF10A	CL	5
Q9UER7	MCF10A	CL	5
Q08170	MCF10A	CL	5
Q8IX12	MCF10A	CL	5
Q9Y6K9	MCF10A	CL	5
Q9H1E3	MCF10A	CL	5
Q13753	MCF10A	CL	5
Q8IVF2	MCF10A	CL	5
Q9BW04	MCF10A	CL	5
P78527	MCF10A	CL	5
Q9UPQ9	MCF10A	CL	5
O00273	MCF10A	CL	5
Q6KC79	MCF10A	CL	5
P23246	MCF10A	CL	5
P55265	MCF10A	CL	5
Q92615	MCF10A	CL	5
P39687	MCF10A	CL	5
Q13442	MCF10A	CL	5
P50914	MCF10A	CL	5
O00461	MCF10A	CL	5
P35579	MCF10A	CL	5
P51991	MCF10A	CL	5
Q9ULV4	MCF10A	CL	5
P31942	MCF10A	CL	5
Q9UKJ3	MCF10A	CL	5
P49711	MCF10A	CL	5
Q02790	MCF10A	CL	5
Q9H307	MCF10A	CL	5
Q00839	MCF10A	CL	5
Q6XZF7	MCF10A	CL	5
Q16643	MCF10A	CL	5
O00629	MCF10A	CL	5
Q12769	MCF10A	CL	5
P46013	MCF10A	CL	5
Q8WVV4	MCF10A	CL	5
P16144	MCF10A	CL	5
O43390	MCF10A	CL	5
Q99549	MCF10A	CL	5
P27816	MCF10A	CL	5
Q09666	MCF10A	CL	5
P48059	MCF10A	CL	5
Q14966	MCF10A	CL	5
Q03164	MCF10A	CL	5
Q9ULU4	MCF10A	CL	5
P62753	MCF10A	CL	5
Q99700	MCF10A	CL	5
P22626	MCF10A	CL	5
Q9UJU6	MCF10A	CL	5
Q14498	MCF10A	CL	5
Q9NXG2	MCF10A	CL	5
Q9NW13	MCF10A	CL	5
Q99615	MCF10A	CL	5
Q5JTD0	MCF10A	CL	5
P35269	MCF10A	CL	5
P61247	MCF10A	CL	5
Q7Z417	MCF10A	CL	5
P50416	MCF10A	CL	5
Q5T3I0	MCF10A	CL	5
Q16222	MCF10A	CL	5
P49792	MCF10A	CL	5
P35658	MCF10A	CL	5
O94929	MCF10A	CL	5
P21291	MCF10A	CL	5
Q14669	MCF10A	CL	5
O75976	MCF10A	CL	5
P14866	MCF10A	CL	5
Q15058	MCF10A	CL	5
P30101	MCF10A	CL	5
Q16666	MCF10A	CL	5
Q9NRW3	MCF10A	CL	5
O00515	MCF10A	CL	5
P29590	MCF10A	CL	5
P09651	MCF10A	CL	5
Q03701	MCF10A	CL	5
Q14444	MCF10A	CL	5
Q13148	MCF10A	CL	5
Q9BUJ2	MCF10A	CL	5
Q96B97	MCF10A	CL	5
P82970	MCF10A	CL	5
Q9Y2A7	MCF10A	CL	5
P49748	MCF10A	CL	5
Q9NUQ6	MCF10A	CL	5
P53621	MCF10A	CL	5
Q86UK7	MCF10A	CL	5
Q86V48	MCF10A	CL	5
Q05682	MCF10A	CL	5
O75533	MCF10A	CL	5
O15021	MCF10A	CL	5
Q9Y5Y6	MCF10A	CL	5
Q7Z4V5	MCF10A	CL	5
Q12874	MCF10A	CL	5
Q93009	MCF10A	CL	5
P78371	MCF10A	CL	5
O76031	MCF10A	CL	5
P46087	MCF10A	CL	5
Q13740	MCF10A	CL	5
P62750	MCF10A	CL	5
Q8WYP5	MCF10A	CL	5
Q14573	MCF10A	CL	5
Q13671	MCF10A	CL	5
Q96QK1	MCF10A	CL	5
Q15050	MCF10A	CL	5
Q14103	MCF10A	CL	5
Q9NUQ3	MCF10A	CL	5
O14737	MCF10A	CL	5
Q6ZRV2	MCF10A	CL	5
P19338	MCF10A	CL	5
O75179	MCF10A	CL	5
P49750	MCF10A	CL	5
P26358	MCF10A	CL	5
P05204	MCF10A	CL	5
Q9BRZ2	MCF10A	CL	5
Q9H2U1	MCF10A	CL	5
Q9NWH9	MCF10A	CL	5
Q99459	MCF10A	CL	5
P46060	MCF10A	CL	5
Q15233	MCF10A	CL	5
Q5T200	MCF10A	CL	5
Q4G0J3	MCF10A	CL	5
Q9NUL5	MCF10A	CL	5
Q9BZE4	MCF10A	CL	5
Q99996	MCF10A	CL	5
Q15637	MCF10A	CL	5
P42766	MCF10A	CL	5
Q86X29	MCF10A	CL	5
Q03252	MCF10A	CL	5
Q15084	MCF10A	CL	5
O95819	MCF10A	CL	5
Q8NEY8	MCF10A	CL	5
Q96L91	MCF10A	CL	5
Q9NR30	MCF10A	CL	5
Q99575	MCF10A	CL	5
O60264	MCF10A	CL	5
Q9Y265	MCF10A	CL	5
Q9UGP4	MCF10A	CL	5
P09874	MCF10A	CL	5
Q13428	MCF10A	CL	5
Q8NC51	MCF10A	CL	5
Q9BXP5	MCF10A	CL	5
Q6ZUT6	MCF10A	CL	5
Q5D862	MCF10A	CL	5
Q5T0Z8	MCF10A	CL	5
Q7Z6E9	MCF10A	CL	5
Q9Y5Q9	MCF10A	CL	5
Q9Y4C8	MCF10A	CL	5
P61221	MCF10A	CL	5
Q15032	MCF10A	CL	5
P12814	MCF10A	CL	5
O95757	MCF10A	CL	5
Q9Y639	MCF10A	CL	5
Q9UQE7	MCF10A	CL	5
Q9NZB2	MCF10A	CL	5
Q92945	MCF10A	CL	5
Q8N4C8	MCF10A	CL	5
P14923	MCF10A	CL	5
Q07954	MCF10A	CL	5
P56192	MCF10A	CL	5
P27348	MCF10A	CL	5
Q5T5P2	MCF10A	CL	5
Q96AK3	MCF10A	CL	5
Q3KQU3	MCF10A	CL	5
Q86V81	MCF10A	CL	5
Q8NFC6	MCF10A	CL	5
Q9Y5A9	MCF10A	CL	5
Q8WWM7	MCF10A	CL	5
O43707	MCF10A	CL	5
Q96IF1	MCF10A	CL	5
Q8WVC0	MCF10A	CL	5
Q14692	MCF10A	CL	5
Q13444	MCF10A	CL	5
Q9BVJ6	MCF10A	CL	5
O75152	MCF10A	CL	5
P35222	MCF10A	CL	5
Q6PD62	MCF10A	CL	5
O95425	MCF10A	CL	5
O15355	MCF10A	CL	5
Q9UK59	MCF10A	CL	5
P16989	MCF10A	CL	5
O00541	MCF10A	CL	5
O95613	MCF10A	CL	5
P30419	MCF10A	CL	5
P62070	MCF10A	CL	5
Q9Y230	MCF10A	CL	5
Q9NRN7	MCF10A	CL	5
P04920	MCF10A	CL	5
Q15654	MCF10A	CL	5
Q13823	MCF10A	CL	5
O75051	MCF10A	CL	5
Q01082	MCF10A	CL	5
Q99590	MCF10A	CL	5
Q9BQG0	MCF10A	CL	5
P50443	MCF10A	CL	5
P61956	MCF10A	CL	5
P26373	MCF10A	CL	5
O00220	MCF10A	CL	5
Q5T9A4	MCF10A	CL	5
O95274	MCF10A	CL	5
P49454	MCF10A	CL	5
Q9UHB6	MCF10A	CL	5
Q5VT52	MCF10A	CL	5
Q27J81	MCF10A	CL	5
Q8TB72	MCF10A	CL	5
O75962	MCF10A	CL	5
P07814	MCF10A	CL	5
Q9NX58	MCF10A	CL	5
P25054	MCF10A	CL	5
P84098	MCF10A	CL	5
Q01518	MCF10A	CL	5
P02545	MCF10A	CL	5
P56182	MCF10A	CL	5
Q15287	MCF10A	CL	5
O75534	MCF10A	CL	5
Q15437	MCF10A	CL	5
O95573	MCF10A	CL	5
P24821	MCF10A	CL	5
O15230	MCF10A	CL	5
Q7L014	MCF10A	CL	5
Q86UP2	MCF10A	CL	5
P08579	MCF10A	CL	5
O95359	MCF10A	CL	5
Q7Z6Z7	MCF10A	CL	5
P11216	MCF10A	CL	5
P15144	MCF10A	CL	5
Q13501	MCF10A	CL	5
O95232	MCF10A	CL	5
Q13510	MCF10A	CL	5
P09132	MCF10A	CL	5
Q9H0G5	MCF10A	CL	5
O95218	MCF10A	CL	5
P05067	MCF10A	CL	5
Q13443	MCF10A	CL	5
P46781	MCF10A	CL	5
P26599	MCF10A	CL	5
O14974	MCF10A	CL	5
Q5JTH9	MCF10A	CL	5
P04150	MCF10A	CL	5
Q9P1Y5	MCF10A	CL	5
Q14152	MCF10A	CL	5
P48634	MCF10A	CL	5
Q9NRX1	MCF10A	CL	5
Q96T58	MCF10A	CL	5
O15234	MCF10A	CL	5
Q9H3S7	MCF10A	CL	5
P58107	MCF10A	CL	5
Q05086	MCF10A	CL	5
Q9Y613	MCF10A	CL	5
Q9Y3B9	MCF10A	CL	5
O15042	MCF10A	CL	5
P29401	MCF10A	CL	5
Q16629	MCF10A	CL	5
O60488	MCF10A	CL	5
Q96AE4	MCF10A	CL	5
Q8N7H5	MCF10A	CL	5
Q9BY76	MCF10A	CL	5
P62854	MCF10A	CL	5
Q9BTC0	MCF10A	CL	5
O75691	MCF10A	CL	5
Q13541	MCF10A	CL	5
Q9H7E2	MCF10A	CL	5
Q5T6F2	MCF10A	CL	5
P83731	MCF10A	CL	5
Q9UPT8	MCF10A	CL	5
P62917	MCF10A	CL	5
P46100	MCF10A	CL	5
Q13464	MCF10A	CL	5
P35580	MCF10A	CL	5
Q96ST2	MCF10A	CL	5
P50552	MCF10A	CL	5
Q9NZM1	MCF10A	CL	5
Q9H4A4	MCF10A	CL	5
Q8TF01	MCF10A	CL	5
Q08AD1	MCF10A	CL	5
Q9P2B2	MCF10A	CL	5
P08238	MCF10A	CL	5
Q8NI27	MCF10A	CL	5
P48729	MCF10A	CL	5
Q7KZF4	MCF10A	CL	5
Q15758	MCF10A	CL	5
P29034	MCF10A	CL	5
Q7L1Q6	MCF10A	CL	5
A1L390	MCF10A	CL	5
Q9H1P3	MCF10A	CL	5
Q14137	MCF10A	CL	5
Q5UIP0	MCF10A	CL	5
O14497	MCF10A	CL	5
Q9H7N4	MCF10A	CL	5
Q01804	MCF10A	CL	5
Q9Y3C1	MCF10A	CL	5
O43823	MCF10A	CL	5
Q13523	MCF10A	CL	5
P49327	MCF10A	CL	5
Q92609	MCF10A	CL	5
Q8WWI1	MCF10A	CL	5
P11142	MCF10A	CL	5
Q9NVP1	MCF10A	CL	5
P49756	MCF10A	CL	5
P21589	MCF10A	CL	5
P50750	MCF10A	CL	5
Q9UKV3	MCF10A	CL	5
P51148	MCF10A	CL	5
Q13451	MCF10A	CL	5
Q7LBC6	MCF10A	CL	5
Q92896	MCF10A	CL	5
Q6NZY4	MCF10A	CL	5
O00468	MCF10A	CL	5
Q9HCG8	MCF10A	CL	5
P36873	MCF10A	CL	5
P31948	MCF10A	CL	5
O00567	MCF10A	CL	5
Q14126	MCF10A	CL	5
P51531	MCF10A	CL	5
Q15717	MCF10A	CL	5
Q14697	MCF10A	CL	5
P15880	MCF10A	CL	5
Q9UMD9	MCF10A	CL	5
A1X283	MCF10A	CL	5
Q9NXV6	MCF10A	CL	5
P35659	MCF10A	CL	5
P04792	MCF10A	CL	5
Q13427	MCF10A	CL	5
Q96T37	MCF10A	CL	5
Q96DV4	MCF10A	CL	5
Q9BYM8	MCF10A	CL	5
Q96CT7	MCF10A	CL	5
P33176	MCF10A	CL	5
O75665	MCF10A	CL	5
Q07666	MCF10A	CL	5
P61586	MCF10A	CL	5
P80723	MCF10A	CL	5
Q96HA1	MCF10A	CL	5
Q02878	MCF10A	CL	5
P05198	MCF10A	CL	5
Q96DU7	MCF10A	CL	5
P13010	MCF10A	CL	5
P06756	MCF10A	CL	5
Q08J23	MCF10A	CL	5
Q13243	MCF10A	CL	5
P05455	MCF10A	CL	5
Q9UGR2	MCF10A	CL	5
Q96RT1	MCF10A	CL	5
Q15427	MCF10A	CL	5
Q8IXT5	MCF10A	CL	5
Q9Y6G3	MCF10A	CL	5
Q7Z5J4	MCF10A	CL	5
Q8N3D4	MCF10A	CL	5
Q15436	MCF10A	CL	5
P78344	MCF10A	CL	5
Q08211	MCF10A	CL	5
P26640	MCF10A	CL	5
P07900	MCF10A	CL	5
Q7KZI7	MCF10A	CL	5
Q9C0D5	MCF10A	CL	5
Q9UHD1	MCF10A	CL	5
Q01813	MCF10A	CL	5
P61313	MCF10A	CL	5
Q8TDM6	MCF10A	CL	5
O95239	MCF10A	CL	5
P18827	MCF10A	CL	5
P60174	MCF10A	CL	5
Q13310	MCF10A	CL	5
P00533	MCF10A	CL	5
Q9BWF3	MCF10A	CL	5
Q02040	MCF10A	CL	5
P55884	MCF10A	CL	5
P40121	MCF10A	CL	5
Q15020	MCF10A	CL	5
Q8WXF1	MCF10A	CL	5
Q07065	MCF10A	CL	5
Q9Y6M7	MCF10A	CL	5
Q5JRA6	MCF10A	CL	5
Q7Z2W4	MCF10A	CL	5
Q16787	MCF10A	CL	5
P36957	MCF10A	CL	5
Q99613	MCF10A	CL	5
O60506	MCF10A	CL	5
Q02241	MCF10A	CL	5
P38432	MCF10A	CL	5
Q8N1G4	MCF10A	CL	5
P12270	MCF10A	CL	5
P20700	MCF10A	CL	5
Q9Y5B9	MCF10A	CL	5
P05556	MCF10A	CL	5
Q9H0H5	MCF10A	CL	5
P20020	MCF10A	CL	5
O75592	MCF10A	CL	5
Q9H0L4	MCF10A	CL	5
P40222	MCF10A	CL	5
P31947	MCF10A	CL	5
Q9NWB6	MCF10A	CL	5
P98172	MCF10A	CL	5
P41250	MCF10A	CL	5
Q14008	MCF10A	CL	5
P08648	MCF10A	CL	5
P49207	MCF10A	CL	5
P37235	MCF10A	CL	5
P02751	MCF10A	CL	5
Q01970	MCF10A	CL	5
P32926	MCF10A	CL	5
O60869	MCF10A	CL	5
P29353	MCF10A	CL	5
Q32MZ4	MCF10A	CL	5
Q9UKM9	MCF10A	CL	5
Q6DD88	MCF10A	CL	5
P24928	MCF10A	CL	5
Q7L2J0	MCF10A	CL	5
Q9UPN4	MCF10A	CL	5
P16070	MCF10A	CL	5
P27694	MCF10A	CL	5
Q8NEY1	MCF10A	CL	5
Q9Y3X0	MCF10A	CL	5
P27824	MCF10A	CL	5
P62081	MCF10A	CL	5
P18583	MCF10A	CL	5
P21359	MCF10A	CL	5
P29692	MCF10A	CL	5
P10809	MCF10A	CL	5
Q9BU76	MCF10A	CL	5
P84103	MCF10A	CL	5
O95747	MCF10A	CL	5
P22234	MCF10A	CL	5
P52948	MCF10A	CL	5
Q9ULH0	MCF10A	CL	5
P35606	MCF10A	CL	5
P47897	MCF10A	CL	5
Q96PU4	MCF10A	CL	5
O43493	MCF10A	CL	5
Q14671	MCF10A	CL	5
Q92598	MCF10A	CL	5
Q96P11	MCF10A	CL	5
P45974	MCF10A	CL	5
Q13247	MCF10A	CL	5
P35637	MCF10A	CL	5
Q86SQ0	MCF10A	CL	5
P25685	MCF10A	CL	5
Q5VTL8	MCF10A	CL	5
P78324	MCF10A	CL	5
Q8IVT2	MCF10A	CL	5
Q14677	MCF10A	CL	5
Q12802	MCF10A	CL	5
Q9HCD5	MCF10A	CL	5
O00233	MCF10A	CL	5
Q08357	MCF10A	CL	5
Q7Z3C6	MCF10A	CL	5
Q13263	MCF10A	CL	5
Q9BS26	MCF10A	CL	5
Q14247	MCF10A	CL	5
O43583	MCF10A	CL	5
P18031	MCF10A	CL	5
P14625	MCF10A	CL	5
Q9Y446	MCF10A	CL	5
P51116	MCF10A	CL	5
Q9H0D6	MCF10A	CL	5
P34931	MCF10A	CL	5
Q9NYJ8	MCF10A	CL	5
P14735	MCF10A	CL	5
P61254	MCF10A	CL	5
Q96FQ6	MCF10A	CL	5
Q9Y5J1	MCF10A	CL	5
O14964	MCF10A	CL	5
Q6PJT7	MCF10A	CL	5
O43815	MCF10A	CL	5
P38159	MCF10A	CL	5
Q99442	MCF10A	CL	5
P04083	MCF10A	CL	5
Q9P0L0	MCF10A	CL	5
Q12888	MCF10A	CL	5
P49790	MCF10A	CL	5
P46782	MCF10A	CL	5
Q9H4L5	MCF10A	CL	5
Q96PD2	MCF10A	CL	5
P46777	MCF10A	CL	5
Q8N3F8	MCF10A	CL	5
P11274	MCF10A	CL	5
P55011	MCF10A	CL	5
P14209	MCF10A	CL	5
P08243	MCF10A	CL	5
Q96T51	MCF10A	CL	5
P35221	MCF10A	CL	5
Q5T8P6	MCF10A	CL	5
O60271	MCF10A	CL	5
Q1ED39	MCF10A	CL	5
Q14157	MCF10A	CL	5
Q9Y6M5	MCF10A	CL	5
P39023	MCF10A	CL	5
Q9H0A0	MCF10A	CL	5
O60437	MCF10A	CL	5
Q13155	MCF10A	CL	5
Q7Z3K3	MCF10A	CL	5
Q13136	MCF10A	CL	5
Q659C4	MCF10A	CL	5
O00139	MCF10A	CL	5
P06733	MCF10A	CL	5
P26368	MCF10A	CL	5
Q16658	MCF10A	CL	5
Q9NXH9	MCF10A	CL	5
O43852	MCF10A	CL	5
P49588	MCF10A	CL	5
Q86VP6	MCF10A	CL	5
P47974	MCF10A	CL	5
Q14574	MCF10A	CL	5
P49815	MCF10A	CL	5
P61981	MCF10A	CL	5
Q8TCJ2	MCF10A	CL	5
P11117	MCF10A	CL	5
Q9H074	MCF10A	CL	5
P23528	MCF10A	CL	5
Q13151	MCF10A	CL	5
P62195	MCF10A	CL	5
O75940	MCF10A	CL	5
Q08379	MCF10A	CL	5
P22314	MCF10A	CL	5
Q15075	MCF10A	CL	5
P09429	MCF10A	CL	5
Q14203	MCF10A	CL	5
Q9BUT9	MCF10A	CL	5
P53041	MCF10A	CL	5
Q15043	MCF10A	CL	5
Q8IZH2	MCF10A	CL	5
Q13595	MCF10A	CL	5
Q7L0Y3	MCF10A	CL	5
P39019	MCF10A	CL	5
Q93008	MCF10A	CL	5
P53396	MCF10A	CL	5
Q13084	MCF10A	CL	5
Q8N9T8	MCF10A	CL	5
O75909	MCF10A	CL	5
P25786	MCF10A	CL	5
Q9H2G2	MCF10A	CL	5
P35052	MCF10A	CL	5
Q8TDN6	MCF10A	CL	5
Q8IY63	MCF10A	CL	5
P04004	MCF10A	CL	5
Q5T0W9	MCF10A	CL	5
P55081	MCF10A	CL	5
Q96I24	MCF10A	CL	5
Q9NR12	MCF10A	CL	5
P62266	MCF10A	CL	5
Q8WXH0	MCF10A	CL	5
P62633	MCF10A	CL	5
Q9UQC9	MCF10A	CL	5
Q01844	MCF10A	CL	5
O94906	MCF10A	CL	5
O43251	MCF10A	CL	5
P07954	MCF10A	CL	5
P13639	MCF10A	CL	5
Q6YHK3	MCF10A	CL	5
Q9UNX3	MCF10A	CL	5
P55072	MCF10A	CL	5
Q29RF7	MCF10A	CL	5
Q9H6T0	MCF10A	CL	5
P22087	MCF10A	CL	5
Q05519	MCF10A	CL	5
Q8WWY3	MCF10A	CL	5
Q9BZI7	MCF10A	CL	5
Q8ND56	MCF10A	CL	5
Q9GZR7	MCF10A	CL	5
Q9UHR4	MCF10A	CL	5
Q8NI35	MCF10A	CL	5
Q6PJG6	MCF10A	CL	5
Q8WTT2	MCF10A	CL	5
